latency_ms,cdf
3.04805,0.451805
3.04807,0.45184
3.04808,0.451874
3.04809,0.451909
3.0481,0.451943
3.04811,0.451978
3.04811,0.452012
3.04811,0.452047
3.04811,0.452081
3.04811,0.452116
3.04812,0.45215
3.04813,0.452185
3.04814,0.452219
3.04816,0.452254
3.04817,0.452288
3.04817,0.452323
3.04817,0.452357
3.04817,0.452392
3.04819,0.452426
3.0482,0.452461
3.0482,0.452495
3.0482,0.45253
3.04821,0.452564
3.04821,0.452599
3.04822,0.452633
3.04823,0.452668
3.04824,0.452702
3.04824,0.452736
3.04824,0.452771
3.04826,0.452805
3.04826,0.45284
3.04827,0.452874
3.04828,0.452909
3.04831,0.452943
3.04832,0.452978
3.04833,0.453012
3.04833,0.453047
3.04834,0.453081
3.04834,0.453116
3.04834,0.45315
3.04835,0.453185
3.04835,0.453219
3.04837,0.453254
3.04838,0.453288
3.04839,0.453323
3.04839,0.453357
3.0484,0.453392
3.0484,0.453426
3.0484,0.453461
3.04841,0.453495
3.04847,0.45353
3.04847,0.453564
3.04848,0.453599
3.04849,0.453633
3.0485,0.453668
3.04852,0.453702
3.04852,0.453737
3.04853,0.453771
3.04853,0.453806
3.04853,0.45384
3.04854,0.453875
3.04857,0.453909
3.04858,0.453944
3.04858,0.453978
3.04858,0.454012
3.04859,0.454047
3.04859,0.454081
3.0486,0.454116
3.04862,0.45415
3.04862,0.454185
3.04862,0.454219
3.04863,0.454254
3.04864,0.454288
3.04864,0.454323
3.04866,0.454357
3.04868,0.454392
3.04868,0.454426
3.04868,0.454461
3.04869,0.454495
3.04869,0.45453
3.04869,0.454564
3.04869,0.454599
3.04869,0.454633
3.0487,0.454668
3.0487,0.454702
3.0487,0.454737
3.0487,0.454771
3.04871,0.454806
3.04872,0.45484
3.04872,0.454875
3.04872,0.454909
3.04873,0.454944
3.04873,0.454978
3.04873,0.455013
3.04873,0.455047
3.04874,0.455082
3.04874,0.455116
3.04875,0.455151
3.04875,0.455185
3.04875,0.45522
3.04875,0.455254
3.04876,0.455288
3.04876,0.455323
3.04878,0.455357
3.04878,0.455392
3.04879,0.455426
3.0488,0.455461
3.04881,0.455495
3.04881,0.45553
3.04883,0.455564
3.04884,0.455599
3.04884,0.455633
3.04885,0.455668
3.04886,0.455702
3.04886,0.455737
3.04887,0.455771
3.04889,0.455806
3.04889,0.45584
3.0489,0.455875
3.0489,0.455909
3.0489,0.455944
3.04892,0.455978
3.04893,0.456013
3.04896,0.456047
3.04897,0.456082
3.04898,0.456116
3.04899,0.456151
3.04899,0.456185
3.049,0.45622
3.049,0.456254
3.049,0.456289
3.04901,0.456323
3.04902,0.456358
3.04903,0.456392
3.04903,0.456427
3.04903,0.456461
3.04904,0.456495
3.04904,0.45653
3.04906,0.456564
3.04906,0.456599
3.04906,0.456633
3.04909,0.456668
3.0491,0.456702
3.0491,0.456737
3.0491,0.456771
3.04911,0.456806
3.04911,0.45684
3.04912,0.456875
3.04912,0.456909
3.04913,0.456944
3.04913,0.456978
3.04913,0.457013
3.04914,0.457047
3.04914,0.457082
3.04916,0.457116
3.04916,0.457151
3.04917,0.457185
3.04918,0.45722
3.04918,0.457254
3.04918,0.457289
3.04919,0.457323
3.04919,0.457358
3.04919,0.457392
3.0492,0.457427
3.0492,0.457461
3.0492,0.457496
3.0492,0.45753
3.04922,0.457565
3.04923,0.457599
3.04923,0.457634
3.04924,0.457668
3.04924,0.457703
3.04924,0.457737
3.04925,0.457771
3.04926,0.457806
3.04927,0.45784
3.04927,0.457875
3.04928,0.457909
3.04929,0.457944
3.04929,0.457978
3.0493,0.458013
3.04931,0.458047
3.04933,0.458082
3.04933,0.458116
3.04933,0.458151
3.04934,0.458185
3.04935,0.45822
3.04937,0.458254
3.04938,0.458289
3.04938,0.458323
3.04939,0.458358
3.0494,0.458392
3.04941,0.458427
3.04941,0.458461
3.04942,0.458496
3.04943,0.45853
3.04943,0.458565
3.04944,0.458599
3.04944,0.458634
3.04944,0.458668
3.04945,0.458703
3.04946,0.458737
3.04948,0.458772
3.04948,0.458806
3.04948,0.458841
3.04949,0.458875
3.0495,0.45891
3.0495,0.458944
3.04951,0.458979
3.04951,0.459013
3.04951,0.459047
3.04952,0.459082
3.04953,0.459116
3.04953,0.459151
3.04953,0.459185
3.04953,0.45922
3.04954,0.459254
3.04955,0.459289
3.04955,0.459323
